Time	CycleTime	Idle	Open	Setup	Work	Lateness	OEE	New
180480	2257.306209	144.2166667	79	19.35	33.29	-1511.912107	41.61	0
180720	2258.10957	137.4785714	81	19.35	35	-1512.892978	43.75	7
180960	2258.745902	149.4085	75	19.58	29.29	-1513.703505	36.61	0
181200	2257.8378	131.9213636	75	18.94	27.75	-1513.132017	34.71	7
181440	2257.121161	162.8345	71	19.81	27.56	-1512.916596	34.48	0
181680	2257.625845	164.8722727	85	19.92	27.52	-1513.531532	34.4	17
181920	2257.6369	154.3914286	76	18.46	38.6	-1513.260882	48.26	0
182160	2258.775659	139.15	77	19.77	32.6	-1513.180314	40.76	6
182400	2259.466984	144.8675	69	19.12	34.02	-1513.613878	42.53	0
182640	2259.390394	127.852381	72	20	31.73	-1513.367774	39.84	10
182880	2260.324407	161.371	68	19.79	33.9	-1513.861925	42.37	0
183119	2259.581454	155.1340909	68	19.02	25.86	-1513.687552	32.32	6
183360	2258.941602	141.6027273	63	20	25	-1512.881813	31.25	0
183600	2259.770214	144.2454545	73	19.58	26.04	-1512.807724	32.55	13
183840	2259.952804	160.1013636	70	19.15	33.6	-1512.337313	42.01	0
184080	2259.888027	153.4780952	74	19.06	32.02	-1511.898836	40.03	10
184320	2260.174744	143.7413043	71	19.81	29.06	-1511.880366	36.54	0
184560	2259.7114	117.2147368	78	19.73	34.69	-1511.802435	43.36	10
184800	2260.070777	152.5940909	75	20	30.85	-1512.066077	38.57	0
185040	2260.234336	137.2468182	77	19.46	30.92	-1512.351918	38.7	8
185280	2259.936845	132.9778261	74	19.94	27.67	-1512.92802	34.58	0
185520	2259.716882	124.1131818	78	19.75	30.29	-1512.971082	37.86	9
185760	2259.39207	131.2940909	77	19.21	35.42	-1512.947687	44.32	0
186000	2259.356161	150.6509524	84	19.98	26.23	-1513.947745	32.79	11
186240	2259.630596	128.5068182	79	19.25	25.75	-1514.597638	32.19	0
186480	2259.406747	141.8684211	84	20	28.73	-1514.354909	35.91	10
186720	2258.734666	169.1990909	78	19.35	35.04	-1513.823932	43.8	0
186960	2260.125205	144.4978261	79	19.52	27.52	-1514.672668	34.4	15
187200	2260.651309	158.7552174	77	18.92	37.75	-1514.75627	47.19	0
187440	2259.833832	147.413	77	18.79	34.08	-1514.23715	42.6	9
187680	2259.197229	150.2919048	73	18.31	34.04	-1514.484651	42.55	0
187920	2258.926479	164.3173913	77	19.79	31.29	-1514.379273	39.11	9
188160	2258.926479	168.0733333	77	20	29.69	-1514.379273	37.11	0
188400	2259.942911	151.4413043	79	19.75	31.12	-1515.410173	38.91	12
188640	2259.611997	138.4404348	74	19.35	28.29	-1515.144285	35.55	0
188880	2259.6861	134.2382609	76	19.77	29.48	-1515.653171	36.85	6
189120	2259.219078	156.0727273	70	19.15	33.19	-1515.40609	41.48	0
189360	2259.698225	117.0842857	67	19.33	24.19	-1515.39887	30.23	4
189600	2261.246575	113.5809524	62	19.71	24.96	-1516.032501	31.2	0
189840	2260.794741	124.4342105	65	19.56	24.92	-1515.439227	31.15	7
190080	2260.641115	151.1709091	61	20	20.33	-1515.216564	25.42	0
190320	2260.158233	110.5785714	64	20	19.69	-1514.864525	24.61	7
190560	2260.328701	130.2731818	57	20	20.83	-1515.084447	26.04	0
190800	2260.814034	119.0604167	57	20	17.52	-1514.733458	21.9	6
191040	2261.128929	124.7135	51	19.77	18.48	-1514.930741	23.1	0
191280	2261.536332	127.9757143	64	19.94	29.08	-1515.181528	36.35	16
191520	2261.570821	148.0621739	58	19.46	28.19	-1514.959872	35.39	0
191760	2261.61179	148.0161905	63	19.67	28.98	-1515.031599	36.22	8
192000	2261.65004	148.8166667	60	20	28.08	-1514.94269	35.1	0
192240	2262.115028	140.4452381	64	19.65	28.21	-1515.091174	35.26	8
192479	2262.201747	138.5065217	60	19.54	27.16	-1515.461742	33.94	0
192720	2262.338095	117.6681818	68	20	22.88	-1516.392857	28.6	11
192960	2261.119915	147.5604762	62	19.71	30.92	-1516.139989	38.65	0
193200	2260.44248	128.5338095	72	19.81	26.83	-1515.753298	33.54	14
193440	2260.446466	140.6438095	70	19.04	40.23	-1515.854694	50.29	0
193680	2259.669476	153.4140909	74	19.65	37.88	-1515.741111	47.34	9
193920	2258.418091	158.487619	68	19.19	35.25	-1515.262687	44.06	0
194160	2258.997638	138.2434783	69	19.9	31.62	-1515.739633	39.53	8
194400	2258.319623	145.7159091	62	20	33.94	-1514.826041	42.42	0
194640	2258.911826	152.4209524	65	19.08	33.08	-1515.104396	41.35	8
194880	2258.973849	150.1909091	63	19.27	30.04	-1514.972803	37.55	0
195120	2258.532393	143.3155	69	19.73	31.29	-1514.65674	39.11	10
195360	2258.45163	143.5029167	62	19.77	32.02	-1515.187744	40.03	0
195600	2258.294347	124.2095652	66	19.83	29.56	-1515.025788	36.95	8
195840	2258.027315	133.6817391	61	19.77	36.71	-1515.418835	45.89	0
196080	2258.053316	139.023	75	19.4	36	-1515.384135	45	15
196320	2258.356901	145.8157143	73	18.85	34.29	-1515.40967	42.86	0
196560	2258.002076	158.9735	77	19.06	33.38	-1515.278931	41.72	11
196800	2258.106846	166.6065217	75	19	32.12	-1515.554461	40.16	0
197040	2258.015034	150.6671429	82	19.38	34.19	-1515.57802	42.73	9
197280	2257.721057	148.6752174	79	19.85	32.77	-1515.623673	41.07	0
197520	2257.441108	140.611	87	19.73	29.15	-1515.819053	36.43	10
197760	2256.780822	174.5847826	81	19.98	34.38	-1515.982683	43.18	0
198000	2256.874742	144.6054545	89	20	30.25	-1516.485279	38.05	11
198240	2255.830237	162.5786957	85	19.69	32.9	-1516.600619	41.12	0
198480	2255.244662	134.443	79	18.81	32.62	-1516.81734	40.78	5
198720	2255.243959	161.5273913	76	19.4	33.23	-1516.74036	41.54	0
198960	2254.251989	131.1878261	76	18.62	28.29	-1516.192969	35.62	7
199200	2253.707117	146.8128571	67	20	28.21	-1515.534818	35.26	0
199440	2253.460614	125.7835	76	18.94	33.48	-1515.635294	41.85	13
199680	2254.620628	147.3768182	69	19.81	31.81	-1515.621905	39.77	0
199920	2254.269574	133.563913	73	19	33.19	-1515.27799	41.48	8
200160	2256.499618	159.69	65	19.62	29.9	-1517.025706	37.37	0
200400	2256.798373	142.4291304	70	19.21	33.31	-1516.769896	41.64	9
200640	2257.311151	148.5286957	66	19.62	31.6	-1516.824994	39.51	0
200880	2256.954061	135.267	71	19.08	34.88	-1516.824873	43.59	8
201120	2257.115277	152.3819149	64	19.77	29.25	-1516.446415	36.56	0
