Time	cycle	Idle	Open	Setup	TotalWork	Lateness	OEE	New
175439	959.771578	31.52416667	66	15.77	32.64	-2807.405987	40.79	5
175680	959.7287496	35.21565217	60	12.22	21.43	-2806.916159	26.79	0
175919	959.5746161	32.24791667	65	12.47	22.28	-2808.049841	27.85	9
176160	959.3645049	39.6425	62	14.63	28.28	-2807.625941	35.35	0
176400	959.1676301	29.85166667	63	13.52	23.04	-2807.225434	28.85	7
176640	959.1455806	54.16347826	61	13.19	25.25	-2807.275563	31.56	0
176879	959.2352771	41.59416667	72	12.09	28.3	-2806.51097	35.38	13
177120	959.1633006	51.54347826	70	14.36	31	-2806.713503	38.74	0
177360	959.1326031	38.27478261	76	16.65	33.73	-2807.031709	42.16	9
177600	959.0886841	57.5675	72	15.65	35.67	-2809.00835	44.58	0
177839	959.1270845	37.34958333	76	14.06	29.46	-2809.459459	37.06	9
178080	958.7215844	49.66041667	70	13.53	32.7	-2810.248852	40.87	0
178319	959.1349957	36.04333333	73	15.98	34.41	-2811.294927	43.15	8
178560	958.8580424	46.56708333	68	15.42	29.69	-2811.174299	37.11	0
178799	958.772	40.72666667	73	13.98	29.79	-2812.171143	37.24	11
179040	958.3758562	54.64458333	69	15.77	30.08	-2810.661244	37.6	0
179279	958.3009127	40.28875	80	14.81	31.19	-2810.434398	38.99	13
179519	958.0880342	47.18333333	76	17.1	34.35	-2811.794872	42.94	0
179759	958.2428896	35.2675	81	16.6	35.6	-2811.258532	44.51	11
180000	957.9758523	50.69291667	77	17.92	34.75	-2811.911932	43.44	0
180239	958.248084	34.36666667	83	15.29	36.57	-2812.147885	45.71	9
180480	958.1187978	41.14	79	16.27	31.85	-2811.099518	39.81	0
180720	958.0942809	26.89666667	81	13.9	32.29	-2812.908267	40.36	7
180960	958.4949124	32.46125	75	15.94	28.17	-2813.954494	35.21	0
181200	958.4719323	27.23869565	75	14.5	26.25	-2812.497884	32.81	7
181440	958.4488588	54.94652174	71	13.19	20.5	-2811.588898	25.63	0
181679	958.4391892	42.66916667	85	11.15	33.7	-2812.718187	42.13	17
181919	958.6613311	44.69458333	76	13.44	43.48	-2812.23645	54.35	0
182159	958.6805945	31.30521739	77	16.33	34.1	-2813.275379	42.63	6
182399	958.5671517	45.77125	69	15.19	30.33	-2814.51371	37.92	0
182640	958.6386484	34.11375	72	14.73	28.36	-2814.11952	35.45	10
182879	958.4518828	38.15708333	68	14.96	30.27	-2815.734449	37.84	0
183119	958.3015873	30.76833333	68	14.65	25.48	-2814.967419	31.85	6
183360	958.307842	53.65791667	63	13.61	22.97	-2813.515573	28.71	0
183599	958.4201167	47.66375	73	11.7	32.03	-2814.157822	40.04	13
183840	958.3598001	52.27583333	70	15.42	32.43	-2813.930316	40.53	0
184080	958.0543237	38.23708333	74	16.6	35.15	-2813.732539	43.93	10
184320	958.0974799	44.68333333	71	17.69	33.56	-2813.957629	41.95	0
184560	958.1433315	38.72791667	78	15.25	29.98	-2813.370504	37.47	10
184800	958.2352779	39.83166667	75	14.62	27.58	-2813.901576	34.48	0
185039	958.2815346	33.82375	77	17.49	28.47	-2814.30472	35.7	8
185280	958.1183122	39.25541667	74	16.14	30.19	-2814.746553	37.73	0
185519	957.7997797	29.83434783	78	14.96	29.44	-2814.888185	36.79	9
185760	957.7447687	42.75	77	15.77	28.34	-2814.594989	35.43	0
186000	957.9207921	30.915	84	16.58	26.21	-2815.383113	32.76	11
186240	958.5028838	44.85791667	79	13.19	26.17	-2815.72535	32.71	0
186480	958.2517828	41.72958333	84	15.04	31.12	-2815.509874	38.91	10
186720	958.4038883	55.77954545	78	14.19	29.46	-2814.15471	36.82	0
186960	958.2332242	49.79833333	79	13.6	31.96	-2816.564648	39.95	15
187200	958.3754089	50.455	77	15.71	40.31	-2817.03217	50.39	0
187439	957.7174327	39.68875	77	15.82	38.56	-2816.353549	48.25	9
187680	957.397718	38.02869565	73	16.12	29.23	-2816.284162	36.54	0
187919	957.2512208	36.55652174	77	14.48	36.05	-2816.054531	45.06	9
188159	957.2512208	45.40166667	77	13.73	27.33	-2816.054531	34.17	0
188399	956.8192641	34.18708333	79	13.98	31.58	-2818.53382	39.48	12
188640	956.7362875	36.80041667	74	16.64	34	-2818.019995	42.51	0
188880	956.5589744	30.28041667	76	16.46	36.25	-2818.780297	45.31	6
189119	956.5437887	18.63	70	12.09	23.49	-2818.08138	29.37	0
189359	956.4061323	27.68666667	67	13.29	14.94	-2818.690963	18.67	4
189600	956.5928015	36.65375	62	7.22	14.67	-2820.686275	18.34	0
189839	956.6605849	29.76782609	65	10.46	18.28	-2819.573383	22.86	7
190080	956.3168051	38.03478261	61	13.44	15.39	-2819.540874	19.24	0
190320	956.57751	26.98291667	64	13.31	21	-2818.445248	26.25	7
190560	956.6090326	27.4773913	57	14.06	17.52	-2818.804115	22.16	0
190799	956.5434899	37.54913043	57	11.4	19.1	-2819.004002	23.88	6
191040	956.6339904	57.09869565	51	9.59	16.58	-2819.425679	20.72	0
191280	956.7064147	55.33333333	64	14.71	29.04	-2820.011445	36.3	16
191520	956.8501196	43.82833333	58	14.77	37.29	-2819.680574	46.61	0
191760	956.9277748	37.97541667	63	16.79	36.1	-2819.715613	45.23	8
192000	956.8317856	29.63041667	60	16.85	33.98	-2819.760945	42.47	0
192239	956.8674795	29.82695652	64	17.61	29.56	-2820.338723	37	8
192479	956.6473392	44.9626087	60	14.19	23.42	-2821.01615	29.27	0
192720	956.6148148	38.46956522	68	12.49	28.61	-2822.116138	35.76	11
192960	956.1748547	70.065	62	13.31	25.58	-2821.08505	31.98	0
193199	955.9031662	47.00875	72	15.84	40.46	-2820.292612	50.58	14
193439	955.721519	47.38583333	70	14.04	37.52	-2820.579641	46.9	0
193679	955.3987358	45.13478261	74	15.27	41.44	-2820.011851	51.8	9
193919	955.2153563	52.925	68	15.79	30.17	-2818.465422	37.86	0
194159	955.3910761	38.94130435	69	15.5	39.02	-2819.346194	48.78	8
194399	955.0843594	39.2926087	62	13.44	37.08	-2818.061305	46.35	0
194639	955.0251177	37.72791667	65	17	32.73	-2818.991104	40.91	8
194880	954.8444038	55.41304348	63	16.1	23.09	-2819.102249	28.86	0
195119	954.7413793	39.61375	69	16.55	33.93	-2818.447753	42.42	10
195359	954.8719687	44.65916667	62	16.06	28.58	-2818.767405	35.73	0
195599	954.9817661	37.77956522	66	17.15	33.27	-2818.338369	41.67	8
195840	955.0078044	53.06666667	61	14.02	28.13	-2818.438345	35.17	0
196079	955.0873862	44.60652174	75	15.52	34.77	-2818.350065	43.46	15
196319	954.8960229	47.20782609	73	13.44	40.5	-2818.870548	50.62	0
196560	954.8943954	34.6525	77	14.65	36.78	-2818.386611	45.98	11
196799	954.815612	53.95130435	75	12.59	34.44	-2818.845695	43.04	0
197040	954.8823224	40.01708333	82	15.54	35.7	-2818.710731	44.63	9
197279	954.9015799	45.43304348	79	15.42	27.53	-2818.443149	34.41	0
197519	954.986539	46.19666667	87	16.15	31.48	-2818.273622	39.45	10
197760	954.94107	52.51375	81	14.65	31.04	-2817.822435	38.8	0
197999	954.7525826	43.43166667	89	15.27	32.22	-2818.607438	40.27	11
198240	954.5136739	36.64458333	85	16.58	38.32	-2817.917183	47.9	0
198480	954.8119372	30.91434783	79	17.04	34.77	-2817.250064	43.46	5
198719	954.9578406	35.85409091	76	17.09	28.64	-2817.026478	35.8	0
198960	954.8360277	37.96043478	76	13.13	21.02	-2815.60893	26.27	7
199199	955.1295443	49.01608696	67	12.72	18.79	-2814.112391	23.48	0
199439	955.0063939	43.41130435	76	13.33	33.08	-2814.089514	41.35	13
199679	955.2749553	41.28478261	69	14.17	34.12	-2814.967577	42.76	0
199920	955.1828615	37.60727273	73	16.64	35.25	-2814.364703	44.06	8
200160	955.387885	44.21416667	65	16.62	33.08	-2818.13744	41.35	0
200399	955.6150521	39.13875	70	16.09	39.18	-2817.953216	48.98	9
200640	955.8966218	44.85391304	66	13.55	27.84	-2818.239522	34.8	0
200880	955.7642132	42.54565217	71	15.98	30.54	-2818.014721	38.18	8
201120	955.7271345	51.34695652	64	15.27	25.65	-2817.834558	32.21	0
201359	955.342445	44.84458333	70	15.48	28.7	-2817.383194	35.88	10
